State,Year,Days_CO,Days_NO2,Days_Ozone,Days_SO2,Days_PM2_5,Days_PM10
Maryland,2019,0.09,10.3,241.32,19.98,92.52,0.8
Massachusetts,1980,35.06,23.71,122.42,183.81, -   , -   
Massachusetts,1981,19.09,35.01,134.76,176.14, -   , -   
Massachusetts,1982,18.63,19.36,82.56,244.45, -   , -   
Massachusetts,1983,27.08,18.27,111.48,208.17, -   , -   
Massachusetts,1984,24.85,32.2,112.53,195.42, -   , -   
Massachusetts,1985,25.3,20.95,115.69,201.5, -   ,1.56
Massachusetts,1986,20.75,28.95,72.68,240.14, -   ,2.48
Massachusetts,1987,3.77,50.62,113.36,196.1, -   ,1.14
Massachusetts,1988,5.81,68.83,132.63,157.4, -   ,0.33
Massachusetts,1989,7.87,71.01,147.99,137.71, -   ,0.42
Massachusetts,1990,10.17,73.48,145.92,135.12, -   ,0.31
Massachusetts,1991,7.5,78.83,151.94,126.11, -   ,0.62
Massachusetts,1992,8.14,75.42,152.72,127.89, -   ,0.83
Massachusetts,1993,7.44,85.88,158.65,111.46, -   ,1.57
Massachusetts,1994,8.98,102.32,168.82,83.84, -   ,1.04
Massachusetts,1995,7.73,101.02,196.39,58.5, -   ,1.36
Massachusetts,1996,10.44,70.87,215.81,60.32, -   ,7.57
Massachusetts,1997,9.59,55.8,224.97,68.32, -   ,6.32
Massachusetts,1998,3.73,52.03,233.88,68.12, -   ,7.23
Massachusetts,1999,4.04,39.7,178.52,52.14,90.04,0.56
Massachusetts,2000,12.32,36.86,152.15,46.07,116.68,0.92
Massachusetts,2001,13.84,38.06,171.56,26.45,114.86,0.22
Massachusetts,2002,14.13,29.34,186.62,22.81,111.99,0.11
Massachusetts,2003,20.17,16.55,189.3,13.48,125.39,0.11
Massachusetts,2004,19.44,13.66,171.34,5.98,154.09,0.5
Massachusetts,2005,9.33,11.11,187.06,8.24,148.86,0.4
Massachusetts,2006,1.8,13.61,189.92,6.71,152.96, -   
Massachusetts,2007,0.57,11.9,171.22,6.57,174.46,0.29
Massachusetts,2008,0.84,13.22,168.44,4.78,177.72, -   
Massachusetts,2009,0.29,13.14,175.17,5.52,170.59,0.29
Massachusetts,2010,0.19,9.77,206.74,5.02,143,0.28
Massachusetts,2011,0.09,10.15,194.08,2.49,158.19, -   
Massachusetts,2012, -   ,9.16,204.62,3.65,147.38,0.19
Massachusetts,2013, -   ,4.63,219.29,1.6,139.03,0.45
Massachusetts,2014, -   ,5.36,234.48,0.08,124.62,0.47
Massachusetts,2015, -   ,9.73,234.56, -   ,120.63,0.08
Massachusetts,2016, -   ,7.27,273.5, -   ,84.15,0.08
Massachusetts,2017, -   ,6.05,264.96, -   ,93.99, -   
Massachusetts,2018, -   ,5.8,255.65, -   ,103.55, -   
Massachusetts,2019,0.23,7.45,292.09, -   ,65.22, -   
Michigan,1980,18.58,14.99,117.31,214.12, -   , -   
Michigan,1981,17.62,10.97,98.69,237.72, -   , -   
Michigan,1982,30.13,2.39,95.89,236.59, -   , -   
Michigan,1983,20.79,1.46,112.41,230.35, -   , -   
Michigan,1984,28.68,6.57,108.54,221.2, -   , -   
Michigan,1985,20.58,5.58,138.13,187.78, -   ,12.94
Michigan,1986,23.28,2.39,127.15,192.02, -   ,20.16
Michigan,1987,21.25,1.69,120.12,200.98, -   ,20.95
Michigan,1988,30.48,13.6,142.97,129.82,2.49,45.65
Michigan,1989,25.83,26.97,160.28,102.93,3.81,45.17
Michigan,1990,24.02,21.04,194.09,83.76,2.56,39.53
Michigan,1991,19.12,21.93,217.2,71.87,1.56,33.32
Michigan,1992,22.29,34.14,187.74,75.18, -   ,45.64
Michigan,1993,19.61,30.06,212.66,73, -   ,29.67
Michigan,1994,18.98,29.82,220.14,70.97, -   ,25.09
Michigan,1995,20.67,34.98,221.03,66.86, -   ,21.47
Michigan,1996,15.45,30.49,234.82,63.92, -   ,20.33
Michigan,1997,14.04,16.41,247.65,62.23, -   ,24.67
Michigan,1998,15.25,8.45,261.14,63.81, -   ,16.35
Michigan,1999,8.07,1.89,226.53,52.4,70.48,5.63
Michigan,2000,9.04,10.96,192.32,46.87,102.68,3.13
Michigan,2001,9.34,7.25,187.46,40.82,118.91,1.22
Michigan,2002,11.8,3.32,199.01,39.28,110.5,1.09
Michigan,2003,11.96,3.65,204.66,42.5,100.41,1.82
Michigan,2004,9.63,3.77,217.89,28.59,103.63,1.49
Michigan,2005,9.24,2.8,224.55,22.73,105.13,0.55
Michigan,2006,10.24,5.68,238.03,24.46,86.03,0.56
Michigan,2007,5.6,3.75,236.2,10.52,105.09,3.85
Michigan,2008,0.05,1.44,240.11,3.69,119.33,0.37
Michigan,2009,0.33,0.99,256.1,2.48,104.99,0.11
Michigan,2010,0.05,2.38,270.11,2.98,89.37,0.11
Michigan,2011, -   ,2.18,265.53,1.91,95.16,0.21
Michigan,2012, -   ,1.93,257.77,17.79,85.16,2.34
Michigan,2013, -   ,1.62,246.56,28.05,87.68,1.08
Michigan,2014, -   ,0.55,203.28,15.79,144.03,1.34
Michigan,2015, -   ,0.54,204.1,20.61,138.4,1.35
Michigan,2016, -   ,0.94,221.09,21.96,119.71,1.3
Michigan,2017, -   ,0.59,243.19,18.54,101.55,1.13
Michigan,2018, -   ,0.38,243.57,22.19,94.82,4.03
Michigan,2019,0.33,3.97,268.87,18.85,70.26,2.73
Minnesota,1980,101.27,5.97,102.52,155.25, -   , -   
Minnesota,1981,123.64,17.76,122.67,100.93, -   , -   
Minnesota,1982,141.85,6.34,108.03,108.78, -   , -   
Minnesota,1983,158.34,12.21,95.43,99.01, -   , -   
Minnesota,1984,142.15,8.87,83.26,128.69, -   ,2.03
Minnesota,1985,126.23,17.39,93.05,103.44, -   ,24.89
Minnesota,1986,122.29,13.81,77.96,117.6, -   ,33.34
Minnesota,1987,115.84,30.74,94.28,93.69, -   ,30.45
Minnesota,1988,122.33,29.35,94.46,83.39,1.19,34.29
Minnesota,1989,116.71,42.24,97.57,80.12,1.21,27.14
Minnesota,1990,98.53,61.11,82.66,87.1,3.13,32.49
Minnesota,1991,85.45,58.8,91.54,93.61,8.06,27.53
Minnesota,1992,86.86,58.61,92.71,87.68,11.61,27.52
Minnesota,1993,127.31,33.03,124.8,42.23,12.33,25.29
Minnesota,1994,100.61,55.23,121.5,61.08,1.84,24.73
Minnesota,1995,95.76,67.95,115.66,58.93,1.19,25.51
Minnesota,1996,63.27,65.97,112.08,91.39,0.82,31.47
Minnesota,1997,41.19,55.4,110.12,108.19,1.18,48.92
Minnesota,1998,47.22,48.64,146.57,75.55,1.89,45.14
Minnesota,1999,59.78,42.45,162.57,45.88,21.87,32.44
Minnesota,2000,71.25,38.44,100.16,48.17,88.16,18.81
Minnesota,2001,71.05,25.76,108.99,32.41,107.61,19.19
Minnesota,2002,45.58,30.79,128.59,24.15,117.83,18.06
Minnesota,2003,10.55,14.27,136.66,19.39,166.99,17.14
Minnesota,2004,1.17,10.28,147.71,14.95,184.62,6.27
Minnesota,2005,0.92,4.97,139.29,13.99,202.17,3.66
Minnesota,2006,1.56,7.78,125.66,10.12,216.17,3.71
Minnesota,2007,1.06,3.76,120.92,9.97,226.83,2.46
Minnesota,2008,0.94,4.25,124.01,11.1,217.8,6.91
Minnesota,2009,1.2,2.47,124.68,10.78,222.08,3.79
Minnesota,2010,0.89,13.53,135.78,11.27,199.5,4.03
Minnesota,2011,1.2,3.83,149.79,10.52,194.16,5.5
Minnesota,2012,0.76,7.02,162.3,3.1,183.82,8.01
Minnesota,2013,0.06,9.37,165.37,0.3,180.23,9.67
Minnesota,2014, -   ,9.77,148.24,0.5,196.94,9.55
Minnesota,2015, -   ,5.65,158.29,0.27,185.82,14.97
Minnesota,2016,0.05,6.75,167.32,0.33,173.2,17.35
Minnesota,2017,0.05,6.25,167.6,0.65,172.88,17.57
Minnesota,2018,0.21,4.32,141.14,0.05,199.77,19.51
Minnesota,2019,0.51,4.86,155.42,13.87,178.4,11.95
Mississippi,1980,7.43,20.6,181.76,155.22, -   , -   
Mississippi,1981,14.47,9.5,174.08,166.95, -   , -   
Mississippi,1982,25.19,5.78,125.73,208.31, -   , -   
Mississippi,1983,33.61, -   ,140.27,191.12, -   , -   
Mississippi,1984,30.46, -   ,211.01,123.53, -   , -   
Mississippi,1985,41.76, -   ,204.58,118.66, -   , -   
Mississippi,1986,23.21, -   ,215.58,110.25, -   ,15.96
Mississippi,1987,11.57, -   ,293.84,56.11, -   ,3.48
Mississippi,1988,14.5, -   ,298.54,50.45, -   ,1.51
Mississippi,1989,16.76, -   ,293.13,53.9, -   ,1.21
Mississippi,1990,9.88, -   ,308.96,45.14, -   ,1.02
Mississippi,1991,7.57, -   ,293.24,50.23, -   ,13.96
Mississippi,1992,4.89, -   ,289.96,49.79, -   ,20.36
Mississippi,1993,6.05, -   ,296,45.33, -   ,17.62
Mississippi,1994,3.61, -   ,294.64,42.9, -   ,23.85
Mississippi,1995,3.98, -   ,294.76,43.59, -   ,22.67
Mississippi,1996,3.23,0.3,286.83,48.98, -   ,25.65
Mississippi,1997,4.08,5.54,272.8,50.67, -   ,31.9
Mississippi,1998,3.24,15.07,254.36,55.79, -   ,36.53
Mississippi,1999,2.77,20.32,213.92,22.73,96.04,9.22
Mississippi,2000,1.14,15.34,209.67,10.85,122.62,5.38
Mississippi,2001,1.6,15.19,210.09,9.77,124.39,3.97
Mississippi,2002,2.71,10.46,193.87,10.3,147.5,0.16
Mississippi,2003, -   ,7.07,189.45,5.59,162.55,0.33
Mississippi,2004, -   ,8.23,177.88,4.15,174.5,0.23
Mississippi,2005, -   ,2.71,160.13,2.17,199.99, -   
Mississippi,2006, -   ,0.11,161.49,1.79,201.62, -   
Mississippi,2007, -   , -   ,145.53,1.27,218.2, -   
Mississippi,2008, -   ,0.4,120.99,0.91,242.69, -   
Mississippi,2009, -   ,3.82,150.1,1.76,209.31, -   
Mississippi,2010, -   ,6.38,154.73,2.1,201.79, -   
Mississippi,2011, -   ,6.63,155.8,1.34,201.23, -   
Mississippi,2012, -   ,11.58,165.87,1.49,186.06, -   
Mississippi,2013, -   ,12.16,225.99,3.04,123.81, -   
Mississippi,2014, -   ,11.63,216.08,3.8,133.49, -   
Mississippi,2015, -   ,9.2,205.05,1.01,149.75, -   
Mississippi,2016, -   ,6.64,223.76,2.63,131.97, -   
Mississippi,2017, -   ,10.03,210.79,0.34,143.84, -   
Mississippi,2018, -   ,0.21,187.38,0.11,177.29, -   
Mississippi,2019,0.14,0.14,207.52, -   ,157.19, -   
Missouri,1980,31.91,25,117.58,190.51, -   , -   
Missouri,1981,25.34,16.21,134.04,189.41, -   , -   
Missouri,1982,39.61,33.49,126.46,165.44, -   , -   
Missouri,1983,52.16,19.65,155.43,137.76, -   , -   
Missouri,1984,52.26,28.24,140.53,143.96, -   , -   
Missouri,1985,24.39,39.17,121.97,139.38, -   ,40.08
Missouri,1986,39.93,32.93,120.08,118.36, -   ,53.71
Missouri,1987,33.55,32.17,143.63,120.16, -   ,35.49
Missouri,1988,18.79,26.24,139.69,154.42, -   ,25.85
Missouri,1989,8.56,25.52,127.9,172.75, -   ,30.27
Missouri,1990,17.47,29.59,135.13,139.7, -   ,43.11
Missouri,1991,9.58,25.87,160.37,116.73, -   ,52.44
Missouri,1992,11.98,42.29,137.17,125.98, -   ,47.57
Missouri,1993,36.57,30.46,141.57,126.47, -   ,29.94
Missouri,1994,41.9,37.8,135.24,120.94, -   ,29.11
Missouri,1995,32.47,54.92,112.78,115.26, -   ,49.57
Missouri,1996,16.16,45.86,124.5,125.55, -   ,52.93
Missouri,1997,23.83,51.53,133.46,114.7, -   ,41.48
Missouri,1998,13.22,54.81,153.38,113.63, -   ,29.96
Missouri,1999,3.34,36.82,132.47,95.2,84.04,13.13
Missouri,2000,2.08,52.52,110.58,80.32,108.95,10.54
Missouri,2001,2.08,59.44,114.52,67.31,106.83,14.81
Missouri,2002,1.21,27.72,113,66.35,134.48,22.24
Missouri,2003,0.56,34.18,119.37,58.78,131.77,20.34
Missouri,2004,0.13,33.71,137.15,42.76,119.96,31.29
Missouri,2005,0.12,30.63,151.13,54.74,98.85,29.52
Missouri,2006,0.25,21.47,135.43,55.01,122.41,30.43
Missouri,2007,0.38,10.69,131.03,45.87,149.25,27.78
Missouri,2008, -   ,18.59,136.81,44.18,136.61,28.8
Missouri,2009,0.06,24.41,177.91,29.68,118.61,14.33
Missouri,2010,0.12,12.85,191.7,25.65,119.7,14.98
Missouri,2011, -   ,3.26,212.47,21.96,109.24,18.06
Missouri,2012, -   ,1.99,191.93,35.62,114.94,20.52
Missouri,2013, -   ,2.93,191.84,34.68,122.83,12.72
Missouri,2014, -   ,4.24,188.63,27.52,129.13,15.48
Missouri,2015, -   ,6.02,181.93,40.77,118.5,17.78
Missouri,2016, -   ,8.08,195.52,41.47,105.1,14.83
Missouri,2017, -   ,5.15,197.91,58.91,85.69,17.34
Missouri,2018, -   ,5.26,190.2,61.1,93.67,14.76
Missouri,2019,0.21,4.21,201.99,62.27,80.53,15.8
Montana,1980,62.56,27.28,95.8,179.36, -   , -   
Montana,1981,88.78,34.34,91.34,150.53, -   , -   
Montana,1982,118.5,32.17,48.84,165.49, -   , -   
Montana,1983,94.48,4.61,75.58,190.33, -   , -   
Montana,1984,154.7,41.97, -   ,139.1, -   ,29.23
Montana,1985,108.08,40.76, -   ,142.15, -   ,74
Montana,1986,67.84,27.19, -   ,183.87, -   ,86.1
Montana,1987,59.91,22.26, -   ,178.65, -   ,104.18
Montana,1988,50.76,23.46,0.18,132.68,1.25,156.67
Montana,1989,46.38,15.9,14.26,103.91,1.88,182.66
Montana,1990,35.96,10.9,19.07,87.4,1.4,210.28
Montana,1991,37.15,11.89,15.88,83.24,0.74,216.1
Montana,1992,38.26,8.87,15.11,44.99,0.9,256.88
Montana,1993,44.55,9.09,15.62,94.06,1.57,200.11
Montana,1994,40.53,8.82,14,89.51,1.93,210.21
Montana,1995,32.27,11.43,14.73,101.51,2.88,202.18
Montana,1996,38.1,9.85,10.7,106.87,3.35,196.13
Montana,1997,46.88,8.44,6.81,89.4,2.89,210.57
Montana,1998,66.6,4.46,15.66,100.2,4.63,173.45
Montana,1999,57.59,3.6,14.97,98.16,31.9,158.78
Montana,2000,55,6.25,13.92,84.5,89.24,116.1
Montana,2001,50.27,8.42,26.94,60.14,90.14,129.09
Montana,2002,42.14,26.36,23.84,59.35,90.91,122.4
Montana,2003,41.95,23.45,14.24,53.5,100.69,131.16
Montana,2004,29.23,3.82,15.77,42.37,139.77,134.04
Montana,2005,30.29,0.08,19.17,35.61,148.69,131.16
Montana,2006,25.45,0.54,26.07,24.13,165.58,123.22
Montana,2007,23.85,0.24,21.97,18.91,194.82,105.22
Montana,2008,17.48,0.39,18.56,24.67,219.67,84.23
Montana,2009,3.58,1.83,38.95,23.35,258.04,39.25
Montana,2010,2.08,1.48,74.48,11.74,234.83,40.39
Montana,2011,1.14,1.92,83.28,12.57,222.29,43.81
Montana,2012,0.07,2.83,92.96,12.89,230.91,25.36
Montana,2013, -   ,1.09,129.77,13.48,197.17,23.49
Montana,2014, -   ,1.13,125.15,11.45,194.98,32.29
Montana,2015,0.62,1.74,116.48,5.7,206.12,34.34
Montana,2016,0.19,1.61,129.93,3.22,200.19,29.86
Montana,2017,0.13,1.38,117.95,2.82,226.64,16.09
Montana,2018, -   ,0.56,128.69,1.61,219.63,14.51
Montana,2019,0.63,1.9,146.53,9.13,189.67,17.13
Nebraska,1980,137.44,18.23,169.35,39.97, -   , -   
Nebraska,1981,157.41,21.45,163.84,22.3, -   , -   
Nebraska,1982,167, -   ,182.5,15.5, -   , -   
Nebraska,1983,136, -   ,220,9, -   , -   
Nebraska,1984,172.53, -   ,188.98,3.49, -   , -   
Nebraska,1985,121.01, -   ,99.69, -   , -   ,144.29
Nebraska,1986,79.12, -   ,120.05, -   , -   ,165.83
Nebraska,1987,112.43, -   ,100.15,0.63, -   ,151.79
Nebraska,1988,87.69, -   ,133.74,1.02, -   ,142.55
Nebraska,1989,78.03, -   ,128.96,0.65, -   ,157.36
Nebraska,1990,76.72, -   ,130.98,0.96, -   ,156.34
Nebraska,1991,80.97, -   ,122.42,3.53, -   ,158.08
Nebraska,1992,89.2, -   ,101.34,3.64, -   ,170.82
Nebraska,1993,91.72, -   ,88.3,8.71, -   ,176.28
Nebraska,1994,69.64, -   ,83.4,17.89, -   ,194.06
Nebraska,1995,66.43, -   ,84.65,16.42, -   ,197.51
Nebraska,1996,63.29, -   ,95.37,19.02, -   ,187.33
Nebraska,1997,70.29, -   ,107.48,21.43, -   ,165.79
Nebraska,1998,122.64, -   ,146.08,9.21, -   ,87.06
Nebraska,1999,56.57, -   ,88.62,1.35,183.17,35.29
Nebraska,2000,25.48, -   ,61.5,2.11,238.84,37.07
Nebraska,2001,26.26, -   ,52.33,0.19,215.75,70.47
Nebraska,2002,22.52, -   ,50.62,1.22,226.92,63.71
Nebraska,2003,22.37, -   ,53.8,2.7,210.17,75.97
Nebraska,2004,20.41, -   ,59.59,3.1,212.48,69.43
Nebraska,2005,17.03, -   ,48.44,6.21,227.48,65.83
Nebraska,2006,18.41, -   ,69.8,3.65,196.74,76.4
Nebraska,2007,18.31, -   ,66.32,3.2,201.61,75.56
Nebraska,2008,17.22, -   ,107.24,2.79,159.71,78.05
Nebraska,2009,16.89, -   ,122.42,3.08,144.83,77.77
Nebraska,2010,15.16, -   ,121.77,1.74,146.57,79.76
Nebraska,2011,16.99, -   ,111.35,4.1,163.69,68.87
Nebraska,2012,3.6, -   ,124.06,4.35,149.39,83.61
Nebraska,2013, -   , -   ,113.75,3.39,169.98,77.88
Nebraska,2014, -   , -   ,118.48,3.46,170.55,72.51
Nebraska,2015,0.16, -   ,111.45,3.65,182.74,67
Nebraska,2016, -   , -   ,126.57,3.93,170.53,63.97
Nebraska,2017, -   , -   ,112.76,18.3,170.96,62.98
Nebraska,2018, -   , -   ,127.18,14.57,166.13,57.12
Nebraska,2019,0.24, -   ,135.07,12.06,149.5,68.13
Nevada,1980,119.67,136.13,109.2, -   , -   , -   
Nevada,1981,141.57,93.1,130.34, -   , -   , -   
Nevada,1982,153.01,30.52,181.47, -   , -   , -   
Nevada,1983,152.93,21.18,190.89, -   , -   , -   
Nevada,1984,83.98,81.08,199.94, -   , -   , -   
Nevada,1985,78.54,51.31,200.13, -   , -   ,35.02
Nevada,1986,84.38,27.97,198.83, -   , -   ,53.82
Nevada,1987,137.76,40.74,132.58, -   , -   ,53.93
Nevada,1988,89.79,33.59,179.81, -   ,17.47,44.34
Nevada,1989,92.76,23.19,200.15, -   ,19.66,29.24
Nevada,1990,50.41,70.38,149.27, -   ,23.9,71.04
Nevada,1991,32.37,60.11,187.85, -   ,24.85,59.82
Nevada,1992,28.06,53.44,189.98, -   ,41.15,52.37
Nevada,1993,28.48,51.77,185.44, -   ,30.59,68.72
Nevada,1994,25.33,33.7,224.07, -   ,17.57,64.34
Nevada,1995,23.56,25.42,223.84, -   ,16.74,75.44
Nevada,1996,16.92,27.92,223.16, -   ,14.06,82.95
Nevada,1997,28.21,22.64,243.8, -   ,9.93,60.43
Nevada,1998,23.76,7.18,255.76, -   ,15.04,63.26
Nevada,1999,21.56,7.83,229.54, -   ,15.97,90.09
Nevada,2000,15.51,5.48,230.86, -   ,19.16,93.99
Nevada,2001,6.55,6.7,229.74, -   ,20.98,101.03
Nevada,2002,26.19,3.42,204.89, -   ,20.39,110.11
Nevada,2003,33.58,3.87,217.55, -   ,34.81,75.2
Nevada,2004,61.99,1.52,162.02, -   ,36.53,102.94
Nevada,2005,61.67,6.11,166.81, -   ,36.54,93.86
Nevada,2006,30.66,15.48,189.25, -   ,21.25,108.36
Nevada,2007,62.03,15.73,169.97, -   ,19.7,97.58
Nevada,2008,48.14,13.5,173.93, -   ,28.13,101.28
Nevada,2009,43.78,10.88,181.88, -   ,21.75,106.71
Nevada,2010,41.41,8.28,187.96, -   ,15.68,111.67
Nevada,2011,40.31,6.58,181.1, -   ,20.58,116.43
Nevada,2012,13.02,4.1,209.66, -   ,29.57,108.65
Nevada,2013, -   ,1.01,178.28, -   ,74.51,111.2
Nevada,2014, -   ,1.11,196.54, -   ,90.79,76.56
Nevada,2015, -   ,2.77,211.38, -   ,76.33,74.52
Nevada,2016, -   ,4.89,214.63, -   ,64.61,80.87
Nevada,2017, -   ,6.11,227.05, -   ,63.66,68.18
Nevada,2018, -   ,6.58,219.88, -   ,64.9,73.64
Nevada,2019,0.41,3.07,225.51, -   ,54.89,81.11
New Hampshire,1980,130.12, -   ,51.75,183.13, -   , -   
New Hampshire,1981,64.73, -   ,63.21,237.06, -   , -   
New Hampshire,1982,57.19, -   ,118.46,189.35, -   , -   
New Hampshire,1983,60.6, -   ,96.92,207.48, -   , -   
New Hampshire,1984,43, -   ,77.91,242.57, -   ,1.52
New Hampshire,1985,58.83, -   ,77.86,220.3, -   ,8.01
New Hampshire,1986,57.25,0.25,70.75,231, -   ,5.75
New Hampshire,1987,33.59,10.03,91.25,219.6, -   ,10.53
New Hampshire,1988,13.24,28.73,98.43,201.61, -   ,22.98
New Hampshire,1989,3.94,22.23,90.09,224.19, -   ,24.55
New Hampshire,1990,5.49,11.54,167.09,162.16, -   ,18.72
New Hampshire,1991,4.94,18.22,160.04,158.77, -   ,23.02
New Hampshire,1992,7.15,14.58,163.58,160.91, -   ,18.78
New Hampshire,1993,5.88,18.91,177.18,149.73, -   ,13.31
New Hampshire,1994,5.98,16.51,182.5,146.06, -   ,13.95
New Hampshire,1995,5.66,21.35,184.55,139.86,0.57,13.01
New Hampshire,1996,2.47,23.86,218.11,111.87,0.47,8.23
New Hampshire,1997,3.4,21.82,208.37,122.02,0.59,8.8
New Hampshire,1998,3.22,19.93,220.91,112.87,0.58,7.49
New Hampshire,1999,1.89,15.03,210.9,96.69,36.1,4.38
New Hampshire,2000,2.55,16.78,205.84,99.7,31.37,8.75
New Hampshire,2001,2.34,20.86,204.07,93.77,39.27,4.69
New Hampshire,2002,1.11,22.17,221.29,76.72,43.22,0.49
New Hampshire,2003,2.07,22.61,221.59,68.81,49.64,0.28
New Hampshire,2004,0.77,23.79,221.03,58.63,60.48,0.31
New Hampshire,2005,0.78,19.84,222.09,58.57,63.41,0.31
New Hampshire,2006,2.03,27.03,221.72,53.13,61.09, -   
New Hampshire,2007,1.09,29.06,225.16,51.09,58.44,0.16
New Hampshire,2008,0.61,30.27,220.48,45.85,67.79, -   
New Hampshire,2009,0.31,10.97,215.55,53.42,84.75, -   
New Hampshire,2010,0.15,1.07,263.48,44.75,55.56, -   
New Hampshire,2011,0.76, -   ,248.11,36.77,79.35, -   
New Hampshire,2012,0.15, -   ,277.89,19.73,67.23, -   
New Hampshire,2013, -   , -   ,263.49,19.3,82.21, -   
New Hampshire,2014, -   , -   ,264.29,11.24,89.47, -   
New Hampshire,2015, -   , -   ,286.57,0.61,77.82, -   
New Hampshire,2016, -   , -   ,319.6,1.34,44.06, -   
New Hampshire,2017, -   , -   ,313.07,0.29,51.64, -   
New Hampshire,2018,0.15, -   ,283.07,23.32,58.46, -   
New Hampshire,2019,0.61, -   ,322.71,19.61,22.07, -   
New Jersey,1980,107.84,51.43,115.43,90.3, -   , -   
New Jersey,1981,87.77,45.98,101.68,129.57, -   , -   
New Jersey,1982,89.38,46.08,129.02,100.53, -   , -   
New Jersey,1983,90.35,63.88,118.77,91.05, -   ,0.94
New Jersey,1984,96.08,57.28,116.77,90.46, -   ,4.42
New Jersey,1985,81.13,41.26,150.25,87.51, -   ,4.86
New Jersey,1986,80.47,51.82,153.98,71.57, -   ,7.16
New Jersey,1987,71.37,61.47,154.08,69.98, -   ,8.1
New Jersey,1988,71.24,55.48,155.03,76.01, -   ,7.24
New Jersey,1989,58.05,53.02,161.55,84.6, -   ,7.78
New Jersey,1990,53.78,64.85,178.26,59.96, -   ,8.15
New Jersey,1991,57.65,57.32,185.44,56.79,1.27,6.54
New Jersey,1992,50.6,70.23,180.64,52.46,3.25,7.83
New Jersey,1993,45.34,66.36,192.28,47.39,3.5,10.11
New Jersey,1994,39.73,80.51,189.55,40.26,3.95,11
New Jersey,1995,35.36,96.85,189.98,31.37,2.42,9.02
New Jersey,1996,33.64,100.58,187.16,30.81,2.37,10.45
New Jersey,1997,25.65,94.78,202.21,31.29,2.69,8.4
New Jersey,1998,36.84,86.6,206.11,26.66,2.04,6.75
New Jersey,1999,39.88,67.26,190.27,26.54,40.4,0.65
New Jersey,2000,29.19,65.81,177.73,29.44,62.38,0.45
New Jersey,2001,21.76,64.78,194.53,30.53,53.07,0.32
New Jersey,2002,19.24,61.95,198.83,25.69,59.04,0.25
New Jersey,2003,21.91,62.52,189.35,25.17,65.4,0.64
New Jersey,2004,19.28,64.34,184.99,29.11,67.09,0.19
New Jersey,2005,18.82,63.31,185.68,29.49,67.13,0.57
New Jersey,2006,16.63,41.84,169.09,23.79,113.2,0.45
New Jersey,2007,18.13,31.59,156.31,19.78,138.75,0.44
New Jersey,2008,16.69,37.99,155.9,14.95,138.71,0.75
New Jersey,2009,20.93,35.79,168.1,10.06,128.31,1.81
New Jersey,2010,6.75,32.16,229.34,2.55,93.67,0.52
New Jersey,2011,3.26,30.64,198.24,4.5,127.38,0.98
New Jersey,2012,0.07,27.12,220.58,1.29,115.4,0.54
New Jersey,2013,0.07,30.3,225.49,1.48,107.53,0.13
New Jersey,2014,0.2,42.23,225.1,2.01,95.26,0.2
New Jersey,2015, -   ,41.97,233.95,0.53,87.88,0.67
New Jersey,2016,0.13,27.81,214.31,0.26,121.75,0.73
New Jersey,2017, -   ,27.43,209.77, -   ,127.81, -   
New Jersey,2018,0.33,25.53,204.02, -   ,135.13, -   
New Jersey,2019,0.66,34.79,226.22, -   ,103.33, -   
New Mexico,1980,118.18,8.09,51.93,186.8, -   , -   
New Mexico,1981,91.67,8.46,83.36,181.52, -   , -   
New Mexico,1982,105,3.08,79.48,177.44, -   , -   
New Mexico,1983,107.54,1.32,84.74,171.39, -   , -   
New Mexico,1984,89.66,15.39,73.32,186.62, -   , -   
New Mexico,1985,69.24,22.3,81.11,189.87, -   ,2.48
New Mexico,1986,74.02,16.94,83.85,146.91, -   ,43.28
New Mexico,1987,70.28,11.22,81.12,153.03, -   ,49.35
New Mexico,1988,66.58,15.35,93.89,144.87,9.73,34.58
New Mexico,1989,50.03,14.25,102.53,150.09,7.39,40.71
New Mexico,1990,35.88,16.52,120.97,131.1,0.64,59.89
New Mexico,1991,36.85,8.66,129.44,125.11,0.18,64.76
New Mexico,1992,33.7,26.76,126.02,119.9, -   ,58.63
New Mexico,1993,28.03,35.41,121.64,115.41,0.8,63.71
New Mexico,1994,26.29,36.23,111.33,103.97,9.51,77.68
New Mexico,1995,29.6,27.09,92.55,107.03,16.99,91.74
New Mexico,1996,26.96,36.36,90.37,104.48,17.64,89.19
New Mexico,1997,24.38,29.05,111.26,96.96,18.44,84.91
New Mexico,1998,25.8,13.08,136.63,90.22,20.34,78.93
New Mexico,1999,14.42,12.03,143.5,80.66,69.27,45.11
New Mexico,2000,12.44,9.81,140.94,63.15,103.45,35.21
New Mexico,2001,13.86,9.16,155.03,56.59,91.73,38.63
New Mexico,2002,20.01,10.5,150.29,24.76,137.55,21.89
New Mexico,2003,17.05,16.11,130.66,27.91,142.46,30.81
New Mexico,2004,5.1,10.29,127.4,25.97,155.63,40.61
New Mexico,2005,3.54,7.26,164.44,9.35,138.58,41.84
New Mexico,2006,2.31,13.28,169.43,3.26,122.81,53.91
New Mexico,2007,0.45,5.68,181.83,1.2,130.39,45.46
New Mexico,2008, -   ,8.67,188.01,0.07,119.63,48.62
New Mexico,2009, -   ,6.71,204.21,1.53,104.88,47.66
New Mexico,2010, -   ,5.84,217.82,0.81,95.31,45.22
